Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Descripcio_tipus_vehicle,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud_WGS84,Latitud_WGS84
2024S000001,9,Sant Andreu,57,la Trinitat Vella,701268,Dalt (Llobregat),K165,Dilluns,2024,1,Gener,1,2,Nit,,Turisme,KUGA,FORD,negre,,,432839.501,4589349.921,2.19480599,41.45107592
2024S000001,9,Sant Andreu,57,la Trinitat Vella,701268,Dalt (Llobregat),K165,Dilluns,2024,1,Gener,1,2,Nit,,Turisme,KUGA,FORD,negre,B,20,432839.501,4589349.921,2.19480599,41.45107592
2024S000002,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,423-425,Dilluns,2024,1,Gener,1,3,Nit,,Ciclomotor,ES2,ASKOLL,blanc,,,429284.086,4583117.055,2.15297294,41.39463342
2024S000002,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,423-425,Dilluns,2024,1,Gener,1,3,Nit,,Ciclomotor,ES2,ASKOLL,blanc,B,9,429284.086,4583117.055,2.15297294,41.39463342
2024S000002,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,423-425,Dilluns,2024,1,Gener,1,3,Nit,,Turisme,TOYOTA COROLLA,TOYOTA,blanc,B,8,429284.086,4583117.055,2.15297294,41.39463342
2024S000003,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,,Dilluns,2024,1,Gener,1,4,Nit,,Taxi,TOYOTA PRIUS PLUS,TOYOTA,negre/groc,,,429834.070,4581818.313,2.15970168,41.38298427
2024S000003,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,,Dilluns,2024,1,Gener,1,4,Nit,,Taxi,TOYOTA PRIUS PLUS,TOYOTA,negre/groc,B,36,429834.070,4581818.313,2.15970168,41.38298427
2024S000003,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,,Dilluns,2024,1,Gener,1,4,Nit,,Turisme,SEAT ATECA,BERGADANA,blanc,,,429834.070,4581818.313,2.15970168,41.38298427
2024S000003,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,,Dilluns,2024,1,Gener,1,4,Nit,,Turisme,SEAT ATECA,BERGADANA,blanc,B,11,429834.070,4581818.313,2.15970168,41.38298427
2024S000004,1,Ciutat Vella,2,el Barri Gòtic,701498,B-10 (Besòs),K108,Dilluns,2024,1,Gener,1,5,Nit,,Furgoneta,PARTNER 1.6,PEUGEOT,gris,,,431394.300,4580979.914,2.17845490,41.37556768
2024S000004,1,Ciutat Vella,2,el Barri Gòtic,701498,B-10 (Besòs),K108,Dilluns,2024,1,Gener,1,5,Nit,,Furgoneta,PARTNER 1.6,PEUGEOT,gris,B,0,431394.300,4580979.914,2.17845490,41.37556768
2024S000005,4,Les Corts,19,les Corts,231502,Numància,,Dilluns,2024,1,Gener,1,7,Matí,,Furgoneta,PARTNER FURGÓN CONFORT,PEUGEOT,blanc,,,427952.005,4582061.234,2.13716598,41.38500574
2024S000005,4,Les Corts,19,les Corts,231502,Numància,,Dilluns,2024,1,Gener,1,7,Matí,,Taxi,FIAT TIPO,FIAT,negre/groc,,,427952.005,4582061.234,2.13716598,41.38500574
2024S000005,4,Les Corts,19,les Corts,231502,Numància,,Dilluns,2024,1,Gener,1,7,Matí,,Taxi,FIAT TIPO,FIAT,negre/groc,B,19,427952.005,4582061.234,2.13716598,41.38500574
2024S000005,4,Les Corts,19,les Corts,231502,Numància,,Dilluns,2024,1,Gener,1,7,Matí,,Tot terreny,FREELANDER 2,LAND ROVER,gris,,,427952.005,4582061.234,2.13716598,41.38500574
2024S000005,4,Les Corts,19,les Corts,231502,Numància,,Dilluns,2024,1,Gener,1,7,Matí,,Turisme,RS 3 SPORTBACK,AUDI,gris,,,427952.005,4582061.234,2.13716598,41.38500574
2024S000006,8,Nou Barris,50,les Roquetes,700652,Torre Baró,0,Dilluns,2024,1,Gener,1,2,Nit,,Turisme,A3,AUDI,blanc,,,431486.276,4589432.351,2.17859692,41.45170389
2024S000006,8,Nou Barris,50,les Roquetes,700652,Torre Baró,0,Dilluns,2024,1,Gener,1,2,Nit,,Turisme,A3,AUDI,blanc,B,29,431486.276,4589432.351,2.17859692,41.45170389
2024S000007,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100800,Diputació,,Dilluns,2024,1,Gener,1,3,Nit,,Turisme,V 220 D,MERCEDES-BENZ,blau,B,2,429731.205,4581923.321,2.15845937,41.38392107
2024S000007,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100800,Diputació,,Dilluns,2024,1,Gener,1,3,Nit,,Veh. mobilitat personal amb motor,M-365,XIAOMI,negre,,,429731.205,4581923.321,2.15845937,41.38392107
2024S000008,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,112004,Escorial,8-10,Dilluns,2024,1,Gener,1,9,Matí,,Motocicleta,GZ 125 L1,SUZUKI,negre,B,5,430158.111,4584303.008,2.16329004,41.40539133
2024S000008,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,112004,Escorial,8-10,Dilluns,2024,1,Gener,1,9,Matí,,Taxi,TOLEDO,SEAT,negre/groc,B,18,430158.111,4584303.008,2.16329004,41.40539133
2024S000009,2,Eixample,7,la Dreta de l'Eixample,074404,Catalunya,14,Dilluns,2024,1,Gener,1,3,Nit,Transitar a peu per la calçada,Autobús,URBINO 12 HYBRID,SOLARIS,groc,,,430785.871,4582325.779,2.17102591,41.38763737
2024S000009,2,Eixample,7,la Dreta de l'Eixample,074404,Catalunya,14,Dilluns,2024,1,Gener,1,3,Nit,Transitar a peu per la calçada,Autobús,URBINO 12 HYBRID,SOLARIS,groc,D,0,430785.871,4582325.779,2.17102591,41.38763737
2024S000010,4,Les Corts,19,les Corts,343903,Corts,,Dilluns,2024,1,Gener,1,15,Tarda,,Turisme,IBIZA,SEAT,blanc,B,5,428100.997,4582507.880,2.13889473,41.38904185
2024S000010,4,Les Corts,19,les Corts,343903,Corts,,Dilluns,2024,1,Gener,1,15,Tarda,,Veh. mobilitat personal amb motor,NO DISPONIBLE,NO DISPONIBLE,gris,,,428100.997,4582507.880,2.13889473,41.38904185
2024S000011,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,,Dilluns,2024,1,Gener,1,18,Tarda,,Motocicleta,XP500,YAMAHA,negre,A,27,429275.066,4587922.899,2.15230286,41.43791701
2024S000011,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,,Dilluns,2024,1,Gener,1,18,Tarda,,Turisme,KAROQ,SKODA,gris,B,38,429275.066,4587922.899,2.15230286,41.43791701
2024S000012,2,Eixample,6,la Sagrada Família,018505,Aragó,536,Dilluns,2024,1,Gener,1,19,Tarda,,Tot terreny,ML 320,MERCEDES,gris,B,35,431830.639,4584335.132,2.18329450,41.40582430
2024S000012,2,Eixample,6,la Sagrada Família,018505,Aragó,536,Dilluns,2024,1,Gener,1,19,Tarda,,Turisme,GOLF BLUE MOTION,VOLKSWAGEN,gris,B,18,431830.639,4584335.132,2.18329450,41.40582430
2024S000012,2,Eixample,6,la Sagrada Família,018505,Aragó,536,Dilluns,2024,1,Gener,1,19,Tarda,,Turisme,NISSAN QASHQAI,NISSAN,negre,B,1,431830.639,4584335.132,2.18329450,41.40582430
2024S000013,7,Horta-Guinardó,36,la Font d'en Fargues,194406,Maragall,343,Dilluns,2024,1,Gener,1,19,Tarda,,Autobús,LION'S CITY 12C EFFICI,MAN,vermell,,,430583.290,4586735.460,2.16809707,41.42733641
2024S000013,7,Horta-Guinardó,36,la Font d'en Fargues,194406,Maragall,343,Dilluns,2024,1,Gener,1,19,Tarda,,Autobús,LION'S CITY 12C EFFICI,MAN,vermell,D,9,430583.290,4586735.460,2.16809707,41.42733641
2024S000014,2,Eixample,6,la Sagrada Família,191204,Mallorca,492,Dilluns,2024,1,Gener,1,19,Tarda,,Ciclomotor,ES2,ASKOLL,blanc,,,431537.917,4584426.386,2.17978239,41.40662131
2024S000014,2,Eixample,6,la Sagrada Família,191204,Mallorca,492,Dilluns,2024,1,Gener,1,19,Tarda,,Ciclomotor,ES2,ASKOLL,blanc,B,3,431537.917,4584426.386,2.17978239,41.40662131
2024S000015,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa,,Dilluns,2024,1,Gener,1,20,Tarda,,Motocicleta,SH 125,HONDA,blanc,B,11,433083.445,4585580.971,2.19814385,41.41715055
2024S000015,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa,,Dilluns,2024,1,Gener,1,20,Tarda,,Turisme,FOCUS,FORD,gris,B,10,433083.445,4585580.971,2.19814385,41.41715055
2024S000016,1,Ciutat Vella,1,el Raval,034308,Rambla,25,Dimarts,2024,1,Gener,2,7,Matí,,Ciclomotor,YN 50,YAMAHA,,,,431144.574,4581298.498,2.17543263,41.37841573
2024S000017,2,Eixample,5,el Fort Pienc,076807,Sardenya,,Dimecres,2024,1,Gener,3,11,Matí,,Bicicleta,,BICING,vermell,,,431357.223,4583702.929,2.17770283,41.40008994
2024S000018,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provença,,Dimarts,2024,1,Gener,2,8,Matí,Desobeir el senyal del semàfor,Veh. mobilitat personal amb motor,NO DISPONIBLE,XIAOMI,blanc,,,428690.809,4581838.576,2.14602751,41.38306620
2024S000018,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provença,,Dimarts,2024,1,Gener,2,8,Matí,Desobeir el senyal del semàfor,Veh. mobilitat personal amb motor,NO DISPONIBLE,XIAOMI,blanc,B,35,428690.809,4581838.576,2.14602751,41.38306620
2024S000019,4,Les Corts,19,les Corts,052605,Caballero,75-77,Dimarts,2024,1,Gener,2,8,Matí,,"Camió rígid <= 3,5 tones",NISSAN CABSTAR,ROMU,,B,28,427965.393,4581910.208,2.13734405,41.38364670
2024S000019,4,Les Corts,19,les Corts,052605,Caballero,75-77,Dimarts,2024,1,Gener,2,8,Matí,,Motocicleta,SH125AD,HONDA,blanc,B,11,427965.393,4581910.208,2.13734405,41.38364670
2024S000020,9,Sant Andreu,63,Navas,086108,Concepción Arenal,64,Dimarts,2024,1,Gener,2,10,Matí,,Motocicleta,YP125R,YAMAHA,negre,B,29,431910.426,4586147.368,2.18404491,41.42215331
2024S000020,9,Sant Andreu,63,Navas,086108,Concepción Arenal,64,Dimarts,2024,1,Gener,2,10,Matí,,Taxi,TOYOTA PRIUS PLUS,TOYOTA,negre/groc,B,29,431910.426,4586147.368,2.18404491,41.42215331
2024S000020,9,Sant Andreu,63,Navas,086108,Concepción Arenal,64,Dimarts,2024,1,Gener,2,10,Matí,,Turisme,GOLF,VOLKSWAGEN,negre,,,431910.426,4586147.368,2.18404491,41.42215331
2024S000021,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,101008,Tibidabo,,Dimarts,2024,1,Gener,2,10,Matí,,Motocicleta,NSC110MPD,HONDA,vermell,B,51,427714.159,4585334.953,2.13393052,41.41446946
2024S000021,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,101008,Tibidabo,,Dimarts,2024,1,Gener,2,10,Matí,,Turisme,KA,FORD,vermell,B,15,427714.159,4585334.953,2.13393052,41.41446946
2024S000022,8,Nou Barris,48,la Guineueta,351901,Valldaura,,Dimarts,2024,1,Gener,2,13,Matí,,Autobús articulat,7900,VOLVO,vermell,D,6,430596.991,4588038.519,2.16811131,41.43907376
2024S000022,8,Nou Barris,48,la Guineueta,351901,Valldaura,,Dimarts,2024,1,Gener,2,13,Matí,,Motocicleta,Z650 ABS,KAWASAKI,negre,A2,2,430596.991,4588038.519,2.16811131,41.43907376
2024S000023,2,Eixample,8,l'Antiga Esquerra de l'Eixample,070607,Casanova,37-41,Dimarts,2024,1,Gener,2,14,Tarda,,Motocicleta,GS 500,SUZUKI,negre,A1,2,429880.416,4581947.518,2.16024095,41.38415203
2024S000023,2,Eixample,8,l'Antiga Esquerra de l'Eixample,070607,Casanova,37-41,Dimarts,2024,1,Gener,2,14,Tarda,,Turisme,OUTLANDER 220 DI-D MOT,MITSUBISHI,vermell,B,39,429880.416,4581947.518,2.16024095,41.38415203
2024S000024,10,Sant Martí,64,el Camp de l'Arpa del Clot,161101,Independència,,Dimarts,2024,1,Gener,2,14,Tarda,,Furgoneta,TRANSIT CONNECT,FORD,,B,30,431372.381,4585035.948,2.17773291,41.41209731
2024S000024,10,Sant Martí,64,el Camp de l'Arpa del Clot,161101,Independència,,Dimarts,2024,1,Gener,2,14,Tarda,,Motocicleta,NSS350A,HONDA,,A,22,431372.381,4585035.948,2.17773291,41.41209731
2024S000025,1,Ciutat Vella,1,el Raval,250904,Pelai,42,Dimarts,2024,1,Gener,2,14,Tarda,,Motocicleta,SH 125,HONDA,negre,B,28,430528.012,4582094.347,2.16796861,41.38553068
2024S000025,1,Ciutat Vella,1,el Raval,250904,Pelai,42,Dimarts,2024,1,Gener,2,14,Tarda,,Taxi,LODGY,DACIA,,B,15,430528.012,4582094.347,2.16796861,41.38553068
2024S000025,1,Ciutat Vella,1,el Raval,250904,Pelai,42,Dimarts,2024,1,Gener,2,14,Tarda,,Turisme,COUNTRYMAN COOPER D,MINI,vermell,B,26,430528.012,4582094.347,2.16796861,41.38553068
2024S000027,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas,37,Dimarts,2024,1,Gener,2,17,Tarda,,Motocicleta,ADV750,HONDA,negre,A2,4,425425.903,4581800.007,2.10698887,41.38242267
2024S000027,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas,37,Dimarts,2024,1,Gener,2,17,Tarda,,Turisme,C4,CITROEN,blanc,B,15,425425.903,4581800.007,2.10698887,41.38242267
2024S000028,3,Sants-Montjuïc,11,el Poble Sec,043400,Blai,,Dimarts,2024,1,Gener,2,20,Tarda,,Ambulància,TARRACO,SEAT,groc,B,40,430158.021,4580817.069,2.16369113,41.37399458
2024S000029,4,Les Corts,19,les Corts,144601,Diagonal,634-642,Dimarts,2024,1,Gener,2,14,Tarda,,Motocicleta,PES125,HONDA,negre,,,427842.474,4582730.168,2.13577638,41.39102075
2024S000029,4,Les Corts,19,les Corts,144601,Diagonal,634-642,Dimarts,2024,1,Gener,2,14,Tarda,,Motocicleta,PES125,HONDA,negre,A1,0,427842.474,4582730.168,2.13577638,41.39102075
2024S000030,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,,Dimarts,2024,1,Gener,2,18,Tarda,,Ciclomotor,NOVA 3000,EMCO,,B,,430311.080,4582286.328,2.16535220,41.38724102
2024S000030,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,,Dimarts,2024,1,Gener,2,18,Tarda,,Motocicleta,WW125A,HONDA,negre,B,6,430311.080,4582286.328,2.16535220,41.38724102
2024S000031,2,Eixample,5,el Fort Pienc,197302,Marina,111,Dimarts,2024,1,Gener,2,22,Nit,,Bicicleta,,CONOR,blau,,,432022.052,4583190.019,2.18571302,41.39552682
2024S000031,2,Eixample,5,el Fort Pienc,197302,Marina,111,Dimarts,2024,1,Gener,2,22,Nit,,Bicicleta,,MAC CORMICK,negre,,,432022.052,4583190.019,2.18571302,41.39552682
2024S000032,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,,Dimecres,2024,1,Gener,3,9,Matí,,Bicicleta,,,negre,,,430025.030,4582004.984,2.16196373,41.38468220
2024S000032,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,,Dimecres,2024,1,Gener,3,9,Matí,,Furgoneta,BERLINGO TALLA M BLUEH,CITROEN,blanc,B,6,430025.030,4582004.984,2.16196373,41.38468220
2024S000033,5,Sarrià-Sant Gervasi,24,les Tres Torres,103502,Doctor Roux,,Dimecres,2024,1,Gener,3,12,Matí,,Motocicleta,S01,SILENCE,gris,B,22,427563.329,4583223.843,2.13237872,41.39544198
2024S000033,5,Sarrià-Sant Gervasi,24,les Tres Torres,103502,Doctor Roux,,Dimecres,2024,1,Gener,3,12,Matí,,Turisme,NISSAN QASHQAI,NISSAN,blanc,B,33,427563.329,4583223.843,2.13237872,41.39544198
2024S000034,7,Horta-Guinardó,43,Horta,700013,Karl Marx,0,Dimecres,2024,1,Gener,3,12,Matí,,Autobús articulat,7900,VOLVO,vermell,,,430069.396,4588237.982,2.16177346,41.44082444
2024S000034,7,Horta-Guinardó,43,Horta,700013,Karl Marx,0,Dimecres,2024,1,Gener,3,12,Matí,,Autobús articulat,7900,VOLVO,vermell,D,16,430069.396,4588237.982,2.16177346,41.44082444
2024S000035,4,Les Corts,19,les Corts,107004,Equador,,Dimecres,2024,1,Gener,3,13,Matí,,Bicicleta,,,,,,428251.396,4582096.520,2.14074219,41.38535032
2024S000035,4,Les Corts,19,les Corts,107004,Equador,,Dimecres,2024,1,Gener,3,13,Matí,,Motocicleta,AGILITY CITY 125,KYMCO,,B,8,428251.396,4582096.520,2.14074219,41.38535032
2024S000036,7,Horta-Guinardó,37,el Carmel,320307,Santuari,,Dimecres,2024,1,Gener,3,15,Tarda,,Autobús,NM 253 F,MAN,vermell,D,12,429211.748,4585953.435,2.15177578,41.42017326
2024S000036,7,Horta-Guinardó,37,el Carmel,320307,Santuari,,Dimecres,2024,1,Gener,3,15,Tarda,,Motocicleta,SH 300,HONDA,negre,A,12,429211.748,4585953.435,2.15177578,41.42017326
2024S000036,7,Horta-Guinardó,37,el Carmel,320307,Santuari,,Dimecres,2024,1,Gener,3,15,Tarda,,Motocicleta,YP250R,YAMAHA,negre,A,13,429211.748,4585953.435,2.15177578,41.42017326
2024S000037,8,Nou Barris,52,la Prosperitat,004409,Aiguablava,,Dimecres,2024,1,Gener,3,15,Tarda,,Autobús,CITELIS 12GNC,IRISBUS,vermell,,,431563.435,4588806.197,2.17959162,41.44607095
2024S000037,8,Nou Barris,52,la Prosperitat,004409,Aiguablava,,Dimecres,2024,1,Gener,3,15,Tarda,,Autobús,CITELIS 12GNC,IRISBUS,vermell,D,2,431563.435,4588806.197,2.17959162,41.44607095
2024S000038,7,Horta-Guinardó,43,Horta,194406,Maragall,,Dimecres,2024,1,Gener,3,17,Tarda,,Motocicleta,HORWIN EK3,HORWIN,,B,4,430119.317,4586938.096,2.16252137,41.42912123
2024S000038,7,Horta-Guinardó,43,Horta,194406,Maragall,,Dimecres,2024,1,Gener,3,17,Tarda,,Turisme,PASSAT 1.9 TDI 5V,VOLKSWAGEN,gris,B,1,430119.317,4586938.096,2.16252137,41.42912123
2024S000039,2,Eixample,5,el Fort Pienc,286504,Roger de Flor,,Dimecres,2024,1,Gener,3,17,Tarda,,Furgoneta,TRANSIT COURIER,FORD,,B,4,431465.748,4583017.275,2.17907864,41.39392372
2024S000039,2,Eixample,5,el Fort Pienc,286504,Roger de Flor,,Dimecres,2024,1,Gener,3,17,Tarda,,Motocicleta,SH300A,HONDA,blanc,A2,11,431465.748,4583017.275,2.17907864,41.39392372
2024S000040,5,Sarrià-Sant Gervasi,24,les Tres Torres,028000,Augusta,314-316,Dimecres,2024,1,Gener,3,17,Tarda,,Motocicleta,CB500FA,HONDA,negre,A2,2,427073.370,4583527.259,2.12648186,41.39813042
2024S000040,5,Sarrià-Sant Gervasi,24,les Tres Torres,028000,Augusta,314-316,Dimecres,2024,1,Gener,3,17,Tarda,,Turisme,V40,VOLVO,daurat,B,31,427073.370,4583527.259,2.12648186,41.39813042
2024S000041,7,Horta-Guinardó,33,el Baix Guinardó,152905,Guinardó,90,Dimecres,2024,1,Gener,3,22,Nit,,Furgoneta,PROACE CITY,TOYOTA,blanc,B,28,430765.400,4585196.940,2.17045255,41.41349523
2024S000041,7,Horta-Guinardó,33,el Baix Guinardó,152905,Guinardó,90,Dimecres,2024,1,Gener,3,22,Nit,,Turisme,CIVIC 5DR,HONDA,negre,B,19,430765.400,4585196.940,2.17045255,41.41349523
2024S000042,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,305100,Sant Joan,,Dimecres,2024,1,Gener,3,20,Tarda,,Motocicleta,SH 300,HONDA,negre,A,14,430411.157,4583904.052,2.16636306,41.40182002
2024S000042,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,305100,Sant Joan,,Dimecres,2024,1,Gener,3,20,Tarda,,Turisme,NUEVO C4 BLUEHDI 110 S,CITROEN,blanc,B,23,430411.157,4583904.052,2.16636306,41.40182002
2024S000043,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,439,Dimecres,2024,1,Gener,3,23,Nit,,Ciclomotor,UQI GT L1 2KWH EXTENDI,NIU,negre,,,429052.767,4583041.426,2.15021506,41.39393187
2024S000043,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,439,Dimecres,2024,1,Gener,3,23,Nit,,Motocicleta,S01,SILENCE,negre,B,,429052.767,4583041.426,2.15021506,41.39393187
2024S000044,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó,,Dijous,2024,1,Gener,4,2,Nit,,Motocicleta,SYMPHONY 125 SR E5,SYM,negre,,,430786.526,4585244.587,2.17069986,41.41392619
2024S000044,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó,,Dijous,2024,1,Gener,4,2,Nit,,Taxi,LODGY,DACIA,negre/groc,B,5,430786.526,4585244.587,2.17069986,41.41392619
2024S000045,3,Sants-Montjuïc,11,el Poble Sec,701497,B-10 (Llobregat),E21,Dijous,2024,1,Gener,4,6,Matí,,Turisme,CLA 220 CDI,MERCEDES-BENZ,blanc,B,25,430808.328,4579990.000,2.17156129,41.36660160
2024S000045,3,Sants-Montjuïc,11,el Poble Sec,701497,B-10 (Llobregat),E21,Dijous,2024,1,Gener,4,6,Matí,,Turisme,C3 AIRCROSS PURETECH 1,CITROEN,gris,B,9,430808.328,4579990.000,2.17156129,41.36660160
2024S000046,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,143904,General Mitre,,Dimarts,2024,1,Gener,2,21,Tarda,,Bicicleta,,,negre,,,428777.848,4584356.555,2.14677207,41.40575243
2024S000046,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,143904,General Mitre,,Dimarts,2024,1,Gener,2,21,Tarda,,Veh. mobilitat personal amb motor,,,,,,428777.848,4584356.555,2.14677207,41.40575243
2024S000047,10,Sant Martí,71,Provençals del Poblenou,253902,Perú,,Dimecres,2024,1,Gener,3,19,Tarda,,Turisme,GETZ,HYUNDAI,platejat,B,52,432709.248,4584421.068,2.19379565,41.40667237
2024S000047,10,Sant Martí,71,Provençals del Poblenou,253902,Perú,,Dimecres,2024,1,Gener,3,19,Tarda,,Veh. mobilitat personal amb motor,,XIAOMI,negre,,,432709.248,4584421.068,2.19379565,41.40667237
2024S000048,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,,Dijous,2024,1,Gener,4,11,Matí,,Motocicleta,JET 14 125 LC,SYM,marró,B,15,430557.688,4582525.424,2.16827407,41.38941583
2024S000048,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,,Dijous,2024,1,Gener,4,11,Matí,,Taxi,TOYOTA PRIUS PLUS,TOYOTA,negre/groc,B,35,430557.688,4582525.424,2.16827407,41.38941583
2024S000049,3,Sants-Montjuïc,15,Hostafrancs,331507,Tarragona,,Dijous,2024,1,Gener,4,8,Matí,,Sense Informar,,,,,,428866.530,4581079.658,2.14821801,41.37624645
2024S000049,3,Sants-Montjuïc,15,Hostafrancs,331507,Tarragona,,Dijous,2024,1,Gener,4,8,Matí,,Veh. mobilitat personal amb motor,,XIAOMI,,B,0,428866.530,4581079.658,2.14821801,41.37624645
2024S000050,2,Eixample,10,Sant Antoni,054509,Calàbria,,Dijous,2024,1,Gener,4,9,Matí,,Bicicleta,,,,,,429835.153,4581050.808,2.15980353,41.37607169
2024S000050,2,Eixample,10,Sant Antoni,054509,Calàbria,,Dijous,2024,1,Gener,4,9,Matí,,Motocicleta,LIBERTY 125 RST,PIAGGIO,negre,B,,429835.153,4581050.808,2.15980353,41.37607169
2024S000051,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,,Dijous,2024,1,Gener,4,9,Matí,,Turisme,MAZDA2 HYBRID,MAZDA,blanc,B,15,430403.064,4582955.169,2.16637539,41.39327304
2024S000051,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,,Dijous,2024,1,Gener,4,9,Matí,,Veh. mobilitat personal amb motor,,JOYOR,negre,,,430403.064,4582955.169,2.16637539,41.39327304
2024S000052,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,566,Dijous,2024,1,Gener,4,12,Matí,,Motocicleta,NSC 110,HONDA,blau,B,1,429057.546,4583097.677,2.15026563,41.39443893
2024S000052,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,566,Dijous,2024,1,Gener,4,12,Matí,,Turisme,LEXUS RX400H,LEXUS,beige,B,35,429057.546,4583097.677,2.15026563,41.39443893
2024S000053,9,Sant Andreu,59,el Bon Pastor,701265,Litoral (Besòs),K18,Dijous,2024,1,Gener,4,13,Matí,,Turisme,QASHQAI,NISSAN,blanc,B,40,433996.603,4587900.480,2.20881642,41.43811730
2024S000053,9,Sant Andreu,59,el Bon Pastor,701265,Litoral (Besòs),K18,Dijous,2024,1,Gener,4,13,Matí,,Turisme,T-ROC,VOLKSWAGEN,negre,B,11,433996.603,4587900.480,2.20881642,41.43811730
2024S000053,9,Sant Andreu,59,el Bon Pastor,701265,Litoral (Besòs),K18,Dijous,2024,1,Gener,4,13,Matí,,Turisme,ATECA,SEAT,taronja,,,433996.603,4587900.480,2.20881642,41.43811730
2024S000053,9,Sant Andreu,59,el Bon Pastor,701265,Litoral (Besòs),K18,Dijous,2024,1,Gener,4,13,Matí,,Turisme,ATECA,SEAT,taronja,B,12,433996.603,4587900.480,2.20881642,41.43811730
2024S000054,4,Les Corts,19,les Corts,144601,Diagonal,,Dijous,2024,1,Gener,4,15,Tarda,,Motocicleta,TRAY,MH MOTORCYCLES,gris,B,17,427206.997,4582445.169,2.12821035,41.38839659
2024S000054,4,Les Corts,19,les Corts,144601,Diagonal,,Dijous,2024,1,Gener,4,15,Tarda,,Turisme,SWIFT,SUZUKI,vermell,B,26,427206.997,4582445.169,2.12821035,41.38839659
2024S000055,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,155109,Lázaro Cárdenas,,Dijous,2024,1,Gener,4,14,Tarda,,Motocicleta,DL 650,SUZUKI,gris,A,14,427819.409,4583268.089,2.13543638,41.39586353
2024S000055,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,155109,Lázaro Cárdenas,,Dijous,2024,1,Gener,4,14,Tarda,,Turisme,Q2,AUDI,blanc,B,38,427819.409,4583268.089,2.13543638,41.39586353
2024S000055,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,155109,Lázaro Cárdenas,,Dijous,2024,1,Gener,4,14,Tarda,,Turisme,500,FIAT,blau,,,427819.409,4583268.089,2.13543638,41.39586353
2024S000056,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,139805,Ganduxer,114-116,Dijous,2024,1,Gener,4,17,Tarda,,Motocicleta,PEOPLE S 125,KYMCO,blanc,A,36,427553.682,4583957.857,2.13217547,41.40205208
2024S000056,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,139805,Ganduxer,114-116,Dijous,2024,1,Gener,4,17,Tarda,,Turisme,GLA 200,MERCEDES-BENZ,negre,B,13,427553.682,4583957.857,2.13217547,41.40205208
