Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Descripcio_tipus_vehicle,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud_WGS84,Latitud_WGS84
2024S007059,8,Nou Barris,49,Canyelles,701268,Dalt (Llobregat),E3,Dilluns,2024,12,Desembre,9,20,Tarda,,Turisme,NISSAN QASHQAI+2,NISSAN,negre,B,15,430337.722,4588274.450,2.16498092,41.44117623
2024S007060,2,Eixample,7,la Dreta de l'Eixample,074404,Catalunya,,Dilluns,2024,12,Desembre,9,15,Tarda,,"Camió rígid > 3,5 tones",PREMIUM,RENAULT,gris,C,16,430647.332,4582213.246,2.16938195,41.38661188
2024S007061,10,Sant Martí,68,el Poblenou,030409,Bac de Roda,81,Dilluns,2024,12,Desembre,9,13,Matí,,Motocicleta,AGILITY CITY 125,KYMCO,blanc,B,9,433711.324,4584341.438,2.20579230,41.40603848
2024S007061,10,Sant Martí,68,el Poblenou,030409,Bac de Roda,81,Dilluns,2024,12,Desembre,9,13,Matí,,Veh. mobilitat personal amb motor,,,negre,,,433711.324,4584341.438,2.20579230,41.40603848
2024S007062,4,Les Corts,19,les Corts,231502,Numància,120-122,Dilluns,2024,12,Desembre,9,18,Tarda,,"Camió rígid <= 3,5 tones",SPRINTER,ROMU,blanc,B,17,427813.929,4582265.175,2.13549042,41.38683017
2024S007062,4,Les Corts,19,les Corts,231502,Numància,120-122,Dilluns,2024,12,Desembre,9,18,Tarda,,Motocicleta,WW125A,HONDA,gris,B,12,427813.929,4582265.175,2.13549042,41.38683017
2024S007063,7,Horta-Guinardó,37,el Carmel,275304,Ramon Rocafull,,Dilluns,2024,12,Desembre,9,13,Matí,,Furgoneta,CORSA,OPEL,blanc,,,429382.371,4586268.453,2.15378054,41.42302553
2024S007063,7,Horta-Guinardó,37,el Carmel,275304,Ramon Rocafull,,Dilluns,2024,12,Desembre,9,13,Matí,,Furgoneta,CORSA,OPEL,blanc,B,10,429382.371,4586268.453,2.15378054,41.42302553
2024S007063,7,Horta-Guinardó,37,el Carmel,275304,Ramon Rocafull,,Dilluns,2024,12,Desembre,9,13,Matí,,Turisme,T-ROC,VOLKSWAGEN,blanc,B,10,429382.371,4586268.453,2.15378054,41.42302553
2024S007064,3,Sants-Montjuïc,11,el Poble Sec,054509,Calàbria,,Dimarts,2024,12,Desembre,10,9,Matí,,Furgoneta,INTERSTAR,NISSAN,blanc,,,429928.428,4580928.187,2.16093305,41.37497541
2024S007064,3,Sants-Montjuïc,11,el Poble Sec,054509,Calàbria,,Dimarts,2024,12,Desembre,10,9,Matí,,Furgoneta,INTERSTAR,NISSAN,blanc,B,,429928.428,4580928.187,2.16093305,41.37497541
2024S007065,4,Les Corts,19,les Corts,162002,Josep Tarradellas,,Dilluns,2024,12,Desembre,9,14,Tarda,Desobeir el senyal del semàfor,Motocicleta,HD 200 EVO,SYM,,,,428499.732,4582666.131,2.14364477,41.39050273
2024S007065,4,Les Corts,19,les Corts,162002,Josep Tarradellas,,Dilluns,2024,12,Desembre,9,14,Tarda,Desobeir el senyal del semàfor,Motocicleta,HD 200 EVO,SYM,,A,5,428499.732,4582666.131,2.14364477,41.39050273
2024S007066,9,Sant Andreu,61,la Sagrera,140407,Garcilaso,46-50,Dilluns,2024,12,Desembre,9,15,Tarda,Desobeir el senyal del semàfor,Autobús,LION'S CITY G,MAN,,,,432296.159,4586244.083,2.18864972,41.42305701
2024S007066,9,Sant Andreu,61,la Sagrera,140407,Garcilaso,46-50,Dilluns,2024,12,Desembre,9,15,Tarda,Desobeir el senyal del semàfor,Autobús,LION'S CITY G,MAN,,D,7,432296.159,4586244.083,2.18864972,41.42305701
2024S007067,2,Eixample,10,Sant Antoni,323203,Sepúlveda,,Dimarts,2024,12,Desembre,10,20,Tarda,,Motocicleta,SYMPHONY 125 SR E5,SYM,negre,B,15,429650.923,4581430.435,2.15755655,41.37947478
2024S007067,2,Eixample,10,Sant Antoni,323203,Sepúlveda,,Dimarts,2024,12,Desembre,10,20,Tarda,,Turisme,MEGANE COUPE,RENAULT,blanc,B,1,429650.923,4581430.435,2.15755655,41.37947478
2024S007068,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,344101,Gràcia,299-301,Dimarts,2024,12,Desembre,10,14,Tarda,,Bicicleta,NO DISPONIBLE,NO DISPONIBLE,gris,AM,25,430329.577,4584389.044,2.16533134,41.40618110
2024S007068,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,344101,Gràcia,299-301,Dimarts,2024,12,Desembre,10,14,Tarda,,Bicicleta,,BICING,vermell,,,430329.577,4584389.044,2.16533134,41.40618110
2024S007069,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,,Dimecres,2024,12,Desembre,4,17,Tarda,,Bicicleta,,BROMPTON,,B,35,429430.093,4583191.251,2.15471064,41.39531451
2024S007069,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,,Dimecres,2024,12,Desembre,4,17,Tarda,,Furgoneta,,,blanc,,,429430.093,4583191.251,2.15471064,41.39531451
2024S007070,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,,Dimarts,2024,12,Desembre,10,18,Tarda,,Motocicleta,LIBERTY 125 RST,PIAGGIO,negre,B,,431553.841,4583500.417,2.18007765,41.39828275
2024S007070,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,,Dimarts,2024,12,Desembre,10,18,Tarda,,Turisme,I 30,HYUNDAI,blanc,B,55,431553.841,4583500.417,2.18007765,41.39828275
2024S007071,8,Nou Barris,45,Porta,007600,Alcúdia,,Dimarts,2024,12,Desembre,10,13,Matí,,Furgoneta,ESPACE,RENAULT,blanc,B,19,431026.984,4587540.783,2.17331471,41.43462791
2024S007071,8,Nou Barris,45,Porta,007600,Alcúdia,,Dimarts,2024,12,Desembre,10,13,Matí,,Turisme,CRUZE,CHEVROLET,,,,431026.984,4587540.783,2.17331471,41.43462791
2024S007071,8,Nou Barris,45,Porta,007600,Alcúdia,,Dimarts,2024,12,Desembre,10,13,Matí,,Turisme,MOKKA,OPEL,blanc,B,36,431026.984,4587540.783,2.17331471,41.43462791
2024S007072,9,Sant Andreu,57,la Trinitat Vella,120807,Favència,,Dimarts,2024,12,Desembre,10,17,Tarda,,Motocicleta,SUPER DINK 125I,KYMCO,blanc,B,11,432400.822,4588896.104,2.18960530,41.44695171
2024S007072,9,Sant Andreu,57,la Trinitat Vella,120807,Favència,,Dimarts,2024,12,Desembre,10,17,Tarda,,Turisme,GOLF 19 TD,VOLKSWAGEN,negre,B,3,432400.822,4588896.104,2.18960530,41.44695171
2024S007073,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,,Dimarts,2024,12,Desembre,10,7,Matí,,Furgoneta,CADDY,VOLKSWAGEN,,,,429355.758,4582115.684,2.15394705,41.38562071
2024S007073,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,,Dimarts,2024,12,Desembre,10,7,Matí,,Motocicleta,SYMPHONY 125 SR E5,SYM,,B,30,429355.758,4582115.684,2.15394705,41.38562071
2024S007074,8,Nou Barris,44,Vilapicina i la Torre Llobeta,045701,Quinze,,Dilluns,2024,12,Desembre,9,11,Matí,,Furgoneta,CADDY,VOLKSWAGEN,vermell,B,23,431224.256,4586673.949,2.17577437,41.42683757
2024S007074,8,Nou Barris,44,Vilapicina i la Torre Llobeta,045701,Quinze,,Dilluns,2024,12,Desembre,9,11,Matí,,Motocicleta,MTN690-U  (MT-07),YAMAHA,gris,A2,1,431224.256,4586673.949,2.17577437,41.42683757
2024S007075,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,302000,Sant Gervasi,,Dimarts,2024,12,Desembre,10,19,Tarda,,Autobús articulat,7900,VOLVO,vermell,,,428075.423,4584981.774,2.13829480,41.41132095
2024S007075,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,302000,Sant Gervasi,,Dimarts,2024,12,Desembre,10,19,Tarda,,Autobús articulat,7900,VOLVO,vermell,D,11,428075.423,4584981.774,2.13829480,41.41132095
2024S007076,2,Eixample,7,la Dreta de l'Eixample,350308,València,,Dimarts,2024,12,Desembre,10,23,Nit,,Motocicleta,LIBERTY,PIAGGIO,blanc,,,430061.219,4582806.771,2.16230389,41.39190679
2024S007076,2,Eixample,7,la Dreta de l'Eixample,350308,València,,Dimarts,2024,12,Desembre,10,23,Nit,,Motocicleta,LIBERTY,PIAGGIO,blanc,B,12,430061.219,4582806.771,2.16230389,41.39190679
2024S007076,2,Eixample,7,la Dreta de l'Eixample,350308,València,,Dimarts,2024,12,Desembre,10,23,Nit,,Motocicleta,CB500XA,HONDA,negre,A2,0,430061.219,4582806.771,2.16230389,41.39190679
2024S007076,2,Eixample,7,la Dreta de l'Eixample,350308,València,,Dimarts,2024,12,Desembre,10,23,Nit,,Turisme,A 180,MERCEDES,negre,,,430061.219,4582806.771,2.16230389,41.39190679
2024S007077,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701103,Alfonso Comín,,Dilluns,2024,12,Desembre,9,20,Tarda,,Bicicleta,,NO DISPONIBLE,altres,B,36,427911.545,4585501.919,2.13627219,41.41599098
2024S007077,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701103,Alfonso Comín,,Dilluns,2024,12,Desembre,9,20,Tarda,,Turisme,IBIZA 1.4,SEAT,gris,B,41,427911.545,4585501.919,2.13627219,41.41599098
2024S007078,2,Eixample,6,la Sagrada Família,073900,Castillejos,,Dimarts,2024,12,Desembre,10,14,Tarda,,Furgoneta,KANGOO,RENAULT,blanc,B,31,431178.689,4584655.522,2.17545887,41.40865437
2024S007078,2,Eixample,6,la Sagrada Família,073900,Castillejos,,Dimarts,2024,12,Desembre,10,14,Tarda,,Motocicleta,CMX1100A,HONDA,,A,15,431178.689,4584655.522,2.17545887,41.40865437
2024S007079,8,Nou Barris,46,el Turó de la Peira,119003,Fabra i Puig,266,Dimarts,2024,12,Desembre,10,11,Matí,,Turisme,KUGA,FORD,vermell,B,31,431098.193,4587075.962,2.17421997,41.43044755
2024S007080,1,Ciutat Vella,2,el Barri Gòtic,230907,Nova,1,Dimecres,2024,12,Desembre,11,0,Nit,,Turisme,KUGA,FORD,blanc,,,431126.221,4581922.539,2.17514221,41.38403472
2024S007080,1,Ciutat Vella,2,el Barri Gòtic,230907,Nova,1,Dimecres,2024,12,Desembre,11,0,Nit,,Turisme,KUGA,FORD,blanc,B,,431126.221,4581922.539,2.17514221,41.38403472
2024S007081,3,Sants-Montjuïc,17,Sants - Badal,068401,Carreras i Candi,,Dimarts,2024,12,Desembre,10,17,Tarda,,Furgoneta,EXPERT,PEUGEOT,blanc,B,7,427216.265,4580639.802,2.12853813,41.37213718
2024S007081,3,Sants-Montjuïc,17,Sants - Badal,068401,Carreras i Candi,,Dimarts,2024,12,Desembre,10,17,Tarda,,Turisme,MAZDA 3,MAZDA,negre,B,14,427216.265,4580639.802,2.12853813,41.37213718
2024S007082,5,Sarrià-Sant Gervasi,23,Sarrià,701502,B-20 (Besòs),K75,Dilluns,2024,12,Desembre,9,13,Matí,,Motocicleta,F 750 GS,BMW,,A,2,426398.249,4584288.715,2.11831394,41.40492697
2024S007082,5,Sarrià-Sant Gervasi,23,Sarrià,701502,B-20 (Besòs),K75,Dilluns,2024,12,Desembre,9,13,Matí,,Turisme,SPORTAGE,KIA,,B,36,426398.249,4584288.715,2.11831394,41.40492697
2024S007082,5,Sarrià-Sant Gervasi,23,Sarrià,701502,B-20 (Besòs),K75,Dilluns,2024,12,Desembre,9,13,Matí,,Turisme,C ELYSSE HDI92,CITROEN,gris,B,39,426398.249,4584288.715,2.11831394,41.40492697
2024S007083,2,Eixample,6,la Sagrada Família,105304,Dos de Maig,221,Dimarts,2024,12,Desembre,10,11,Matí,,Motocicleta,MWS125-A (TRICITY ABS),YAMAHA,blau,B,29,431791.791,4584391.301,2.18282344,41.40632690
2024S007083,2,Eixample,6,la Sagrada Família,105304,Dos de Maig,221,Dimarts,2024,12,Desembre,10,11,Matí,,Turisme,NISSAN QASHQAI,NISSAN,gris,B,14,431791.791,4584391.301,2.18282344,41.40632690
2024S007083,2,Eixample,6,la Sagrada Família,105304,Dos de Maig,221,Dimarts,2024,12,Desembre,10,11,Matí,,Turisme,2008 ALLURE PACK BLUEH,PEUGEOT,gris,,,431791.791,4584391.301,2.18282344,41.40632690
2024S007084,7,Horta-Guinardó,43,Horta,701502,B-20 (Besòs),S4,Dimarts,2024,12,Desembre,10,19,Tarda,,Motocicleta,NSS125AD,HONDA,negre,B,17,429819.222,4588109.769,2.15879398,41.43964784
2024S007085,6,Gràcia,28,Vallcarca i els Penitents,701267,Dalt (Besòs),E6,Dimecres,2024,12,Desembre,11,5,Nit,,Motocicleta,CZD300-A (X-MAX300),YAMAHA,gris,B,8,428022.170,4585473.763,2.13759913,41.41574732
2024S007085,6,Gràcia,28,Vallcarca i els Penitents,701267,Dalt (Besòs),E6,Dimecres,2024,12,Desembre,11,5,Nit,,Turisme,FOCUS,FORD,blanc,B,13,428022.170,4585473.763,2.13759913,41.41574732
2024S007086,9,Sant Andreu,63,Navas,224100,Múrcia,,Dilluns,2024,12,Desembre,9,15,Tarda,,Motocicleta,X7 125 I.E.,PIAGGIO,vermell,B,30,432414.802,4585486.320,2.19015413,41.41624207
2024S007086,9,Sant Andreu,63,Navas,224100,Múrcia,,Dilluns,2024,12,Desembre,9,15,Tarda,,Turisme,TOYOTA YARIS CROSS,TOYOTA,blanc,B,17,432414.802,4585486.320,2.19015413,41.41624207
2024S007087,4,Les Corts,19,les Corts,227800,Nicaragua,148,Dimarts,2024,12,Desembre,10,9,Matí,,Motocicleta,SYMPHONY 125 SR E5,SYM,blanc,,,427903.694,4582327.226,2.13655656,41.38739710
2024S007087,4,Les Corts,19,les Corts,227800,Nicaragua,148,Dimarts,2024,12,Desembre,10,9,Matí,,Motocicleta,SYMPHONY 125 SR E5,SYM,blanc,B,8,427903.694,4582327.226,2.13655656,41.38739710
2024S007087,4,Les Corts,19,les Corts,227800,Nicaragua,148,Dimarts,2024,12,Desembre,10,9,Matí,,Turisme,GOLF,VOLKSWAGEN,blanc,B,32,427903.694,4582327.226,2.13655656,41.38739710
2024S007088,10,Sant Martí,70,el Besòs i el Maresme,701266,Litoral (Llobregat),K54,Dimarts,2024,12,Desembre,10,13,Matí,,Motocicleta,PEOPLE S 125,KYMCO,gris,B,10,435047.596,4584825.898,2.22172612,41.41051104
2024S007088,10,Sant Martí,70,el Besòs i el Maresme,701266,Litoral (Llobregat),K54,Dimarts,2024,12,Desembre,10,13,Matí,,Turisme,YARIS HYBRID,TOYOTA,blanc,B,3,435047.596,4584825.898,2.22172612,41.41051104
2024S007089,3,Sants-Montjuïc,12,la Marina del Prat Vermell,000180,A Zona Franca,49,Dijous,2024,11,Novembre,21,6,Matí,,"Camió rígid > 3,5 tones",FA75CF 310U,DAF-HERMANNS,desconegut,C,2,427951.726,4576183.927,2.13786099,41.33207076
2024S007089,3,Sants-Montjuïc,12,la Marina del Prat Vermell,000180,A Zona Franca,49,Dijous,2024,11,Novembre,21,6,Matí,,Turisme,EXEO ST,SEAT,negre,B,30,427951.726,4576183.927,2.13786099,41.33207076
2024S007090,9,Sant Andreu,59,el Bon Pastor,321004,Sas,23,Dimecres,2024,12,Desembre,11,6,Matí,,Motocicleta,AGILITY CITY 125,KYMCO,negre,,,433608.228,4587790.681,2.20418007,41.43709634
2024S007090,9,Sant Andreu,59,el Bon Pastor,321004,Sas,23,Dimecres,2024,12,Desembre,11,6,Matí,,Motocicleta,AGILITY CITY 125,KYMCO,negre,B,7,433608.228,4587790.681,2.20418007,41.43709634
2024S007090,9,Sant Andreu,59,el Bon Pastor,321004,Sas,23,Dimecres,2024,12,Desembre,11,6,Matí,,Turisme,2008 ALLURE EHDI,PEUGEOT,negre,B,39,433608.228,4587790.681,2.20418007,41.43709634
2024S007091,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,,Dimarts,2024,12,Desembre,10,13,Matí,,Motocicleta,X-MAX 125,YAMAHA,gris,B,5,429831.322,4583321.359,2.15949461,41.39652147
2024S007091,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,,Dimarts,2024,12,Desembre,10,13,Matí,,Turisme,CORSA,OPEL,gris,B,32,429831.322,4583321.359,2.15949461,41.39652147
2024S007092,4,Les Corts,19,les Corts,144601,Diagonal,634-642,Dilluns,2024,12,Desembre,9,7,Matí,,Sense Informar,,,,,,427842.474,4582730.168,2.13577638,41.39102075
2024S007092,4,Les Corts,19,les Corts,144601,Diagonal,634-642,Dilluns,2024,12,Desembre,9,7,Matí,,Turisme,IBIZA,SEAT,,B,13,427842.474,4582730.168,2.13577638,41.39102075
2024S007093,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes,,Dimecres,2024,12,Desembre,11,6,Matí,,Motocicleta,AGILITY CITY 125,KYMCO,blau,A,2,428691.278,4580704.768,2.14616659,41.37285442
2024S007093,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes,,Dimecres,2024,12,Desembre,11,6,Matí,,Turisme,N208 5P LIKE PURETECH,PEUGEOT,blanc,B,16,428691.278,4580704.768,2.14616659,41.37285442
2024S007094,8,Nou Barris,52,la Prosperitat,209900,Meridiana,507-509,Dimecres,2024,12,Desembre,11,8,Matí,,Motocicleta,LIBERTY 125,PIAGGIO,,B,11,432082.028,4588499.162,2.18583385,41.44334966
2024S007094,8,Nou Barris,52,la Prosperitat,209900,Meridiana,507-509,Dimecres,2024,12,Desembre,11,8,Matí,,Pick-up,RANGER,FORD,negre,B,35,432082.028,4588499.162,2.18583385,41.44334966
2024S007095,2,Eixample,5,el Fort Pienc,335100,Tetuan,45-49,Dilluns,2024,12,Desembre,9,15,Tarda,,Motocicleta,BEVERLY,PIAGGIO,blanc,A,17,431255.084,4583080.572,2.17655176,41.39447582
2024S007095,2,Eixample,5,el Fort Pienc,335100,Tetuan,45-49,Dilluns,2024,12,Desembre,9,15,Tarda,,Turisme,FABIA,SKODA,negre,B,19,431255.084,4583080.572,2.17655176,41.39447582
2024S007096,2,Eixample,6,la Sagrada Família,018505,Aragó,415-419,Dimarts,2024,12,Desembre,10,16,Tarda,,Tractor camió,AD 720T,TRANSGRUAS,desconegut,C,23,431271.120,4583837.528,2.17665760,41.40129487
2024S007097,4,Les Corts,19,les Corts,320704,Sarrià,46,Dilluns,2024,12,Desembre,9,19,Tarda,,Motocicleta,,,,,,428341.087,4582712.895,2.14174186,41.39090978
2024S007097,4,Les Corts,19,les Corts,320704,Sarrià,46,Dilluns,2024,12,Desembre,9,19,Tarda,,Turisme,NIRO,KIA,blanc,B,30,428341.087,4582712.895,2.14174186,41.39090978
2024S007098,4,Les Corts,19,les Corts,144601,Diagonal,533-535,Dimecres,2024,12,Desembre,11,9,Matí,Desobeir el senyal del semàfor,Motocicleta,SH 125,HONDA,,,,428054.248,4582698.923,2.13831292,41.39075832
2024S007098,4,Les Corts,19,les Corts,144601,Diagonal,533-535,Dimecres,2024,12,Desembre,11,9,Matí,Desobeir el senyal del semàfor,Motocicleta,SH 125,HONDA,,B,24,428054.248,4582698.923,2.13831292,41.39075832
2024S007099,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret,,Dimarts,2024,12,Desembre,10,14,Tarda,,Autobús,NL 273 F/CITTOUR,MAN,,,,431281.038,4585126.890,2.17662974,41.41290859
2024S007099,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret,,Dimarts,2024,12,Desembre,10,14,Tarda,,Autobús,NL 273 F/CITTOUR,MAN,,D,2,431281.038,4585126.890,2.17662974,41.41290859
2024S007100,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,645,Dimarts,2024,12,Desembre,10,20,Tarda,Desobeir el senyal del semàfor,Autobús,CS-40 MAGNUS E+K UB6*2,CARROCERA CASTROSUA SA,,,,426268.304,4582116.216,2.11702412,41.38534831
2024S007100,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,645,Dimarts,2024,12,Desembre,10,20,Tarda,Desobeir el senyal del semàfor,Autobús,CS-40 MAGNUS E+K UB6*2,CARROCERA CASTROSUA SA,,D,4,426268.304,4582116.216,2.11702412,41.38534831
2024S007101,8,Nou Barris,47,Can Peguera,349808,Urrutia,,Dimecres,2024,12,Desembre,11,12,Matí,,Motocicleta,GPD125-A,YAMAHA,gris,B,3,430272.360,4587731.060,2.16426132,41.43627645
2024S007101,8,Nou Barris,47,Can Peguera,349808,Urrutia,,Dimecres,2024,12,Desembre,11,12,Matí,,Motocicleta,S02,SILENCE,vermell,B,12,430272.360,4587731.060,2.16426132,41.43627645
2024S007102,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca,161-163,Dimecres,2024,12,Desembre,11,11,Matí,,Autobús articulat,URBINO 18 ELECTRIC,SOLARIS,vermell,,,428101.031,4579217.440,2.13928561,41.35940602
2024S007102,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca,161-163,Dimecres,2024,12,Desembre,11,11,Matí,,Autobús articulat,URBINO 18 ELECTRIC,SOLARIS,vermell,D,32,428101.031,4579217.440,2.13928561,41.35940602
2024S007102,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca,161-163,Dimecres,2024,12,Desembre,11,11,Matí,,"Camió rígid <= 3,5 tones",35C14,BARBANY,desconegut,C,18,428101.031,4579217.440,2.13928561,41.35940602
2024S007103,10,Sant Martí,65,el Clot,161101,Independència,,Dimarts,2024,12,Desembre,10,18,Tarda,,Motocicleta,ADV350A,HONDA,,A,2,432028.355,4584359.685,2.18565700,41.40606219
2024S007103,10,Sant Martí,65,el Clot,161101,Independència,,Dimarts,2024,12,Desembre,10,18,Tarda,,Turisme,A3 LIMOUSINE,AUDI,vermell,B,13,432028.355,4584359.685,2.18565700,41.40606219
2024S007104,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,093409,Craywinckel,,Dimecres,2024,12,Desembre,11,12,Matí,,Ciclomotor,VESPA PRIMAVERA,PIAGGIO,blanc,B,2,428075.423,4584981.774,2.13829480,41.41132095
2024S007104,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,093409,Craywinckel,,Dimecres,2024,12,Desembre,11,12,Matí,,Furgoneta,DUCATO 2.3,FIAT,blanc,Es desconeix,,428075.423,4584981.774,2.13829480,41.41132095
2024S007105,4,Les Corts,19,les Corts,144601,Diagonal,662-664,Dimecres,2024,12,Desembre,11,17,Tarda,,Motocicleta,V7 STONE,MOTO GUZZI,,B,16,427256.745,4582543.504,2.12879350,41.38928676
2024S007105,4,Les Corts,19,les Corts,144601,Diagonal,662-664,Dimecres,2024,12,Desembre,11,17,Tarda,,Turisme,V60 CROSS COUNTRY,VOLVO,negre,B,27,427256.745,4582543.504,2.12879350,41.38928676
2024S007106,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,,Dimecres,2024,6,Juny,26,15,Tarda,,Motocicleta,CLASSIC 500,ROYAL ENFIELD,verd,,,429831.322,4583321.359,2.15949461,41.39652147
2024S007106,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,,Dimecres,2024,6,Juny,26,15,Tarda,,Motocicleta,CLASSIC 500,ROYAL ENFIELD,verd,A2,2,429831.322,4583321.359,2.15949461,41.39652147
2024S007107,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",198203,Marquès de l'Argentera,,Dimecres,2024,12,Desembre,11,19,Tarda,,Bicicleta,,BH,groc,B,3,431911.683,4581919.012,2.18453584,41.38406987
2024S007107,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",198203,Marquès de l'Argentera,,Dimecres,2024,12,Desembre,11,19,Tarda,,Turisme,CUPRA ATECA,SEAT,gris,B,54,431911.683,4581919.012,2.18453584,41.38406987
2024S007108,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,028000,Augusta,,Dimecres,2024,12,Desembre,11,19,Tarda,,Turisme,TIGUAN,VOLKSWAGEN,negre,,,427815.426,4583480.388,2.13536342,41.39777526
2024S007108,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,028000,Augusta,,Dimecres,2024,12,Desembre,11,19,Tarda,,Turisme,TIGUAN,VOLKSWAGEN,negre,B,16,427815.426,4583480.388,2.13536342,41.39777526
2024S007109,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,564-566,Dimecres,2024,12,Desembre,11,19,Tarda,,Autobús,O 530 G,MERCEDES-BENZ,vermell,,,431827.533,4584521.339,2.18323637,41.40750115
2024S007109,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,564-566,Dimecres,2024,12,Desembre,11,19,Tarda,,Autobús,O 530 G,MERCEDES-BENZ,vermell,D,6,431827.533,4584521.339,2.18323637,41.40750115
2024S007110,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,,Dijous,2024,12,Desembre,12,3,Nit,,Taxi,C-ELYSÉE BLUEHDI 100 S,CITROEN,negre,B,3,429551.991,4580933.229,2.15643135,41.37498794
2024S007110,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,,Dijous,2024,12,Desembre,12,3,Nit,,Turisme,,,vermell,,,429551.991,4580933.229,2.15643135,41.37498794
2024S007111,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,270,Dimecres,2024,12,Desembre,11,19,Tarda,,Ciclomotor,LOOXOR,PEUGEOT,,B,1,430215.725,4582751.318,2.16415821,41.39142078
2024S007111,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,270,Dimecres,2024,12,Desembre,11,19,Tarda,,Taxi,TOYOTA COROLLA,TOYOTA,negre,B,14,430215.725,4582751.318,2.16415821,41.39142078
2024S007112,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,362205,Vilana,,Dimecres,2024,12,Desembre,11,18,Tarda,,Turisme,ASTRA,OPEL,gris,,,427266.852,4584298.080,2.12870350,41.40509041
2024S007112,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,362205,Vilana,,Dimecres,2024,12,Desembre,11,18,Tarda,,Turisme,ASTRA,OPEL,gris,B,5,427266.852,4584298.080,2.12870350,41.40509041
2024S007113,4,Les Corts,19,les Corts,144601,Diagonal,567,Dimecres,2024,12,Desembre,11,19,Tarda,,Autobús,BYD EBUS,BYD,vermell,,,427769.455,4582595.225,2.13491918,41.38979881
2024S007113,4,Les Corts,19,les Corts,144601,Diagonal,567,Dimecres,2024,12,Desembre,11,19,Tarda,,Autobús,BYD EBUS,BYD,vermell,D1,1,427769.455,4582595.225,2.13491918,41.38979881
2024S007114,10,Sant Martí,70,el Besòs i el Maresme,701559,Eduard Maristany,1,Dijous,2024,12,Desembre,12,7,Matí,,Motocicleta,SYMPHONY 125 SR,SYM,gris,B,3,434881.797,4584996.205,2.21972418,41.41203154
2024S007114,10,Sant Martí,70,el Besòs i el Maresme,701559,Eduard Maristany,1,Dijous,2024,12,Desembre,12,7,Matí,,Tractor camió,XF 460 FT,DAF-HERMANNS,blanc,E C,9,434881.797,4584996.205,2.21972418,41.41203154
2024S007115,3,Sants-Montjuïc,18,Sants,312400,Sants,95-97,Dimecres,2024,12,Desembre,11,18,Tarda,,Autobús,CITELIS 12GNC,IRISBUS,vermell,,,427826.669,4580984.358,2.13579542,41.37529548
